,PLOTNO,MONTH,YEAR,SPPNO,RAINTRT,DISPERSION,BLOCK,SUBBLOCK,DISPERSION.FOURLEVELS,FLUX.umolCO2.m2.s,FLUX.mgCO2C.m2.h,Exp.R2,Moisture.Calc,Moisture.Calc2,VWC.perc,VWC.perc2,Temp.C,PROPTOTPLOT,DryWt.g.m2,lnRootBiomass,MB.mg.gdw
726,156,8,2020,1,50,UNDER,WEST,D,POA,10.9,470.88,0.9167,11.302,127.735204,NA,NA,NA,0.85,432.9475818,6.070616662,4.261713221
727,155,8,2020,2,50,UNDER,WEST,D,AST,9.16,395.712,0.9307,11.9195,142.0744803,NA,NA,NA,0.16,688.3656042,6.534320098,10.22976075
728,154,8,2020,2,50,OVER,WEST,D,OVER,6.62,285.984,0.9842,11.8948,141.486267,NA,NA,NA,0.55,61.04771413,4.111655757,4.447158718
729,153,8,2020,2,50,OVER,WEST,D,OVER,6,259.2,0.9649,13.72754,188.4453545,NA,NA,NA,0.3,122.2708527,4.806238688,5.549512123
730,157,8,2020,2,50,UNDER,WEST,D,POA,4.74,204.768,0.9788,13.98936,195.7021932,NA,NA,NA,0.75,198.054222,5.288540842,10.19456986
731,158,8,2020,6,50,UNDER,WEST,D,FAB,7.08,305.856,0.9801,13.68802,187.3618915,NA,NA,NA,1.16,93.67666479,4.539849116,4.733218448
732,159,8,2020,3,50,OVER,WEST,D,OVER,11.83,511.056,0.9657,13.60898,185.2043366,NA,NA,NA,0.85,867.123135,6.765180991,9.60370992
733,160,8,2020,1,50,UNDER,WEST,D,POA,7.15,308.88,0.9768,13.525,182.925625,NA,NA,NA,0.35,216.8246399,5.379088916,NA
734,161,8,2020,1,50,UNDER,WEST,E,FAB,6.23,269.136,0.9783,13.6238,185.6079264,NA,NA,NA,0.8,47.01375686,3.850440258,5.064284881
735,162,8,2020,1,50,UNDER,WEST,E,FAB,11.38,491.616,0.9681,15.34786,235.5568066,NA,NA,NA,0.05,102.0970392,4.625923726,5.635783384
736,163,8,2020,3,50,OVER,WEST,E,OVER,9.34,403.488,0.9748,15.79246,249.4017929,NA,NA,NA,0.6,125.7793421,4.834529119,6.866670629
737,164,8,2020,5,50,OVER,WEST,E,OVER,5.79,250.128,0.9864,16.32598,266.537623,NA,NA,NA,1.09,93.50124033,4.537974702,7.177187541
738,168,8,2020,1,50,UNDER,WEST,E,AST,6.53,282.096,0.9372,16.6372,276.7964238,NA,NA,NA,0.8,273.8375913,5.612535198,9.736494593
739,167,8,2020,1,50,UNDER,WEST,E,AST,19.49,841.968,0.996,16.18272,261.8804266,NA,NA,NA,0.05,150.3387673,5.012891196,8.187039315
740,166,8,2020,3,50,UNDER,WEST,E,POA,7.69,332.208,0.981,16.14814,260.7624255,NA,NA,NA,1.03,306.2911175,5.724536014,6.689062053
741,165,8,2020,3,50,UNDER,WEST,E,AST,4.41,190.512,0.9859,15.95548,254.577342,NA,NA,NA,1,140.6904217,4.946561886,6.313818445
742,169,8,2020,2,50,OVER,WEST,E,OVER,5.28,228.096,0.9678,15.92584,253.6323797,NA,NA,NA,0.42,42.27729628,3.744250211,6.477070725
743,170,8,2020,6,50,UNDER,WEST,E,AST,12.38,534.816,0.9733,16.01476,256.4725379,NA,NA,NA,0.72,43.68069201,3.776906174,6.190788452
744,171,8,2020,3,50,OVER,WEST,E,OVER,11.75,507.6,0.9595,16.15802,261.0816103,NA,NA,NA,1.03,257.172267,5.54974616,6.327891427
745,172,8,2020,2,50,OVER,WEST,E,OVER,5.91,255.312,0.9624,16.42972,269.9356993,NA,NA,NA,0.35,135.7785366,4.911025151,4.933014917
746,176,8,2020,2,50,UNDER,WEST,E,FAB,6.88,297.216,0.9737,16.7607,280.9210645,NA,NA,NA,1.1,1138.329359,7.037316992,5.049526065
747,175,8,2020,1,50,UNDER,WEST,E,FAB,7.17,309.744,0.9679,16.80022,282.247392,NA,NA,NA,0.4,82.09865004,4.407921573,5.502486878
748,173,8,2020,2,50,UNDER,WEST,E,AST,5.49,237.168,0.9717,16.31116,266.0539405,NA,NA,NA,0.38,152.2684364,5.025644992,3.627475119
749,177,8,2020,1,50,UNDER,WEST,E,POA,7.64,330.048,0.9422,16.47912,271.561396,NA,NA,NA,0.05,245.9451012,5.505108345,6.823039183
750,178,8,2020,5,50,UNDER,WEST,E,POA,14.86,641.952,0.9892,16.67178,277.9482484,NA,NA,NA,1.055,450.4900284,6.110335942,7.529992302
751,179,8,2020,2,50,UNDER,WEST,E,POA,11.89,513.648,0.9297,16.50382,272.3760746,NA,NA,NA,0.27,212.2636037,5.357828916,6.445583246
752,180,8,2020,6,50,OVER,WEST,E,OVER,7.6,328.32,0.9742,17.3041,299.4318768,NA,NA,NA,1.01,152.6192853,5.027946489,6.452259541
753,181,8,2020,1,150,UNDER,WEST,E,FAB,8.37,361.584,0.9715,16.86938,284.5759816,NA,NA,NA,0.85,71.92403102,4.275610437,4.503117698
754,182,8,2020,1,150,UNDER,WEST,E,FAB,5.2,224.64,0.9753,17.01264,289.4299198,NA,NA,NA,0.04,87.71223295,4.474061376,4.19881411
755,183,8,2020,3,150,OVER,WEST,E,OVER,9.77,422.064,0.9895,17.51158,306.6554341,NA,NA,NA,0.45,263.3121233,5.573340109,6.854352718
756,184,8,2020,5,150,OVER,WEST,E,OVER,8.65,373.68,0.9788,18.7861,352.9175532,NA,NA,NA,1.04,231.2094461,5.443323993,6.748606427
757,188,8,2020,1,150,UNDER,WEST,E,AST,11.36,490.752,0.9624,20.01616,400.6466611,NA,NA,NA,0.95,196.1245529,5.278749931,6.28611783
758,187,8,2020,1,150,UNDER,WEST,E,AST,7.37,318.384,0.969,19.78398,391.4058646,NA,NA,NA,0.005,122.0954283,4.804802938,4.159173859
759,186,8,2020,3,150,UNDER,WEST,E,POA,10.42,450.144,0.9539,20.10508,404.2142418,NA,NA,NA,0.93,186.3007828,5.227362479,5.311931237
760,185,8,2020,3,150,UNDER,WEST,E,AST,5.06,218.592,0.9658,20.40642,416.4219772,NA,NA,NA,1.17,416.9839554,6.033047745,4.774628521
761,189,8,2020,2,150,OVER,WEST,E,OVER,9.02,389.664,0.9204,20.4657,418.8448765,NA,NA,NA,0.37,166.8286671,5.11696734,5.192232565
762,190,8,2020,6,150,UNDER,WEST,E,AST,4.75,205.2,0.9978,20.34714,414.0061062,NA,NA,NA,0.741,431.1933372,6.066556568,5.33194841
763,191,8,2020,3,150,OVER,WEST,E,OVER,10.8,466.56,0.9747,20.30762,412.3994301,NA,NA,NA,1,558.7269239,6.325660846,6.734910416
764,192,8,2020,2,150,OVER,WEST,E,OVER,6.73,290.736,0.9849,20.13966,405.6059049,NA,NA,NA,0.32,726.2572888,6.587904344,5.463521457
765,196,8,2020,2,150,UNDER,WEST,E,FAB,9.05,390.96,0.977,19.86302,394.5395635,NA,NA,NA,1.3,240.6823672,5.483478086,3.106905033
766,195,8,2020,1,150,UNDER,WEST,E,FAB,10.44,451.008,0.9779,19.33444,373.8205701,NA,NA,NA,0.35,128.410709,4.855233791,4.898109321
767,193,8,2020,2,150,UNDER,WEST,E,AST,7.06,304.992,0.9824,18.73176,350.8788327,NA,NA,NA,0.67,306.2911175,5.724536014,5.493884897
768,197,8,2020,1,150,UNDER,WEST,E,POA,6.06,261.792,0.9713,18.465,340.956225,NA,NA,NA,0.2,94.55378712,4.549168848,4.684111003
769,198,8,2020,5,150,UNDER,WEST,E,POA,10.35,447.12,0.9729,18.68236,349.0305752,NA,NA,NA,0.89,697.8385254,6.547987737,4.936568028
770,199,8,2020,2,150,UNDER,WEST,E,POA,4.85,209.52,0.9997,18.82068,354.2179957,NA,NA,NA,0.6,246.1205257,5.505821358,5.92892836
771,200,8,2020,6,150,OVER,WEST,E,OVER,6.87,296.784,0.999,19.88278,395.3249405,NA,NA,NA,0.9,169.2846096,5.131581379,6.444758132
772,1,9,2020,5,50,OVER,EAST,A,OVER,6.25,270,0.9046,8.77272,76.9606162,NA,NA,NA,0.911,438.9120137,6.084298969,5.025528036
773,2,9,2020,3,50,UNDER,EAST,A,AST,3.83,165.456,0.9752,8.70356,75.75195667,NA,NA,NA,0.88,363.3040689,5.895240139,4.641292651
774,3,9,2020,1,50,UNDER,EAST,A,FAB,5.28,228.096,0.9711,9.11358,83.05734042,NA,NA,NA,0.32,177.704984,5.180124782,3.970282121
775,4,9,2020,6,50,UNDER,EAST,A,AST,4.63,200.016,0.9841,10.1905,103.8462903,NA,NA,NA,0.77,732.3971451,6.596322915,5.158898682
776,5,9,2020,1,50,UNDER,EAST,A,POA,2.97,128.304,0.9543,11.73672,137.7505964,NA,NA,NA,0.75,562.7616866,6.332856247,5.154369961
777,6,9,2020,1,50,UNDER,EAST,A,AST,3.32,143.424,0.9846,11.03524,121.7765219,NA,NA,NA,0.45,294.1868293,5.684215039,4.508391669
778,7,9,2020,2,50,OVER,EAST,A,OVER,4.68,202.176,0.9797,10.54618,111.2219126,NA,NA,NA,0.5,306.6419664,5.725680834,5.94823297
779,8,9,2020,3,50,UNDER,EAST,A,FAB,5.63,243.216,0.9637,10.73884,115.3226845,NA,NA,NA,0.67,2451.381487,7.804407017,5.662094958
780,9,9,2020,6,50,OVER,EAST,A,OVER,4.54,196.128,0.9708,11.76636,138.4472276,NA,NA,NA,0.625,324.3598375,5.781853509,4.779844857
781,10,9,2020,2,50,OVER,EAST,A,OVER,8.39,362.448,0.9378,11.60334,134.6374992,NA,NA,NA,0.47,552.5870676,6.314611009,5.728620757
782,11,9,2020,1,50,UNDER,EAST,A,FAB,7.64,330.048,0.9717,12.01336,144.3208185,NA,NA,NA,0.6,295.0639516,5.687192118,6.085179534
783,12,9,2020,2,50,UNDER,EAST,A,FAB,6.5,280.8,0.9672,12.89268,166.2211976,NA,NA,NA,0.5,138.5853281,4.931486223,5.722434159
784,13,9,2020,1,50,UNDER,EAST,A,POA,3.11,134.352,0.9097,12.9322,167.2417968,NA,NA,NA,0.4,134.1997164,4.899329111,5.381563395
785,14,9,2020,1,50,UNDER,EAST,A,AST,7.33,316.656,0.9451,12.99642,168.9069328,NA,NA,NA,0.02,392.0736813,5.971449785,5.579532541
786,15,9,2020,2,50,OVER,EAST,A,OVER,7.29,314.928,0.9696,13.18414,173.8215475,NA,NA,NA,1.25,616.2661487,6.42367893,6.227438124
787,16,9,2020,2,50,UNDER,EAST,A,POA,10.51,454.032,0.9317,13.35704,178.4105176,NA,NA,NA,1.1,3399.024451,8.131243743,7.660242834
788,17,9,2020,3,50,OVER,EAST,A,OVER,2.55,110.16,0.9814,13.23354,175.1265809,NA,NA,NA,1.25,1187.799059,7.079857343,8.374918822
789,18,9,2020,6,50,UNDER,EAST,A,FAB,6.64,286.848,0.9837,12.96184,168.0092962,NA,NA,NA,0.5,88.58935528,4.484011707,5.963299985
790,19,9,2020,2,50,UNDER,EAST,A,AST,9.79,422.928,0.9824,13.32246,177.4879405,NA,NA,NA,0.45,219.8068558,5.392749233,6.234728974
791,20,9,2020,2,50,OVER,EAST,A,OVER,9.19,397.008,0.9381,13.56452,183.9962028,NA,NA,NA,0.15,471.8918133,6.15674975,4.926502467
792,21,9,2020,5,150,OVER,EAST,A,OVER,15.84,684.288,0.9102,13.57934,184.3984748,NA,NA,NA,1.21,368.2159539,5.908669597,7.029422123
793,22,9,2020,3,150,UNDER,EAST,A,AST,7.96,343.872,0.9682,13.65344,186.4164238,NA,NA,NA,0.95,662.7536322,6.496403326,13.74515935
794,23,9,2020,1,150,UNDER,EAST,A,FAB,5.14,222.048,0.9871,13.83128,191.3043064,NA,NA,NA,0.125,105.6055285,4.659710723,3.649135575
795,24,9,2020,6,150,UNDER,EAST,A,AST,9.94,429.408,0.9679,14.24624,202.9553541,NA,NA,NA,1.115,575.9185216,6.355966195,16.8412737
796,25,9,2020,1,150,UNDER,EAST,A,POA,5.99,258.768,0.9913,14.32528,205.2136471,NA,NA,NA,0.95,744.6768578,6.612950376,5.437246251
797,26,9,2020,1,150,UNDER,EAST,A,AST,10.11,436.752,0.9507,14.19684,201.550266,NA,NA,NA,0.35,115.4292986,4.748658209,6.66193139
798,27,9,2020,2,150,OVER,EAST,A,OVER,5.44,235.008,0.9843,14.28576,204.0829388,NA,NA,NA,0.9,155.2506523,5.045040922,5.472568603
799,28,9,2020,3,150,UNDER,EAST,A,FAB,6.31,272.592,0.9921,14.28082,203.9418199,NA,NA,NA,0.97,98.06227644,4.585602751,5.835250072
800,29,9,2020,6,150,OVER,EAST,A,OVER,7.67,331.344,0.9643,13.97948,195.4258611,NA,NA,NA,0.95,214.7195463,5.369332741,5.329849878
801,30,9,2020,2,150,OVER,EAST,A,OVER,8.4,362.88,0.9389,13.9696,195.1497242,NA,NA,NA,0.55,43.68069201,3.776906174,3.910767942
802,31,9,2020,1,150,UNDER,EAST,A,FAB,8.46,365.472,0.9571,13.6485,186.2815523,NA,NA,NA,0.5,407.8618832,6.010928596,3.961492776
803,32,9,2020,2,150,UNDER,EAST,A,FAB,7.9,341.28,0.9415,14.00912,196.2554432,NA,NA,NA,0.35,612.4068105,6.417396785,5.449767805
804,33,9,2020,1,150,UNDER,EAST,A,POA,14.51,626.832,0.9566,14.16226,200.5696083,NA,NA,NA,0.25,423.4746607,6.048493679,5.014879376
805,34,9,2020,1,150,UNDER,EAST,A,AST,7.32,316.224,0.98,13.95478,194.7358848,NA,NA,NA,0.01,91.0452978,4.511357161,4.245498933
806,35,9,2020,2,150,OVER,EAST,A,OVER,21.01,907.632,0.9617,13.81152,190.7580847,NA,NA,NA,1.15,335.9378522,5.816926179,5.549164891
807,36,9,2020,2,150,UNDER,EAST,A,POA,7.06,304.992,0.9764,14.12768,199.5913422,NA,NA,NA,1.35,1454.268822,7.282258525,7.251931498
808,37,9,2020,3,150,OVER,EAST,A,OVER,6.53,282.096,0.9457,14.45372,208.9100218,NA,NA,NA,1.12,342.9548308,5.83759875,10.48702638
809,38,9,2020,6,150,UNDER,EAST,A,FAB,7.1,306.72,0.9676,13.95972,194.8737825,NA,NA,NA,0.86,166.8286671,5.11696734,4.351492593
810,39,9,2020,2,150,UNDER,EAST,A,AST,10.11,436.752,0.979,14.3648,206.347479,NA,NA,NA,0.95,180.6871999,5.196767359,6.046626432
811,40,9,2020,2,150,OVER,EAST,A,OVER,7.87,339.984,0.922,14.35986,206.2055792,NA,NA,NA,0.09,93.15039139,4.534215299,4.558799987
812,41,9,2020,1,150,UNDER,EAST,B,POA,4.17,180.144,0.9779,14.16226,200.5696083,NA,NA,NA,0.65,282.4333901,5.643442736,5.861554221
813,42,9,2020,2,150,OVER,EAST,B,OVER,8.35,360.72,0.9476,13.93502,194.1847824,NA,NA,NA,0.95,45.7857856,3.823973685,4.038659402
814,43,9,2020,1,150,UNDER,EAST,B,FAB,10.45,451.44,0.975,14.57722,212.4953429,NA,NA,NA,0.4,328.2191757,5.793681604,4.033780236
815,44,9,2020,3,150,OVER,EAST,B,OVER,7.17,309.744,0.9735,15.2293,231.9315785,NA,NA,NA,0.65,497.3283608,6.209250494,4.098681733
816,45,9,2020,1,150,UNDER,EAST,B,AST,7.32,316.224,0.9617,15.36268,236.0119368,NA,NA,NA,0.9,716.4335187,6.574285457,5.227333449
817,46,9,2020,6,150,OVER,EAST,B,OVER,12.94,559.008,0.9347,15.007,225.210049,NA,NA,NA,0.81,584.1634715,6.370180861,4.721635838
818,47,9,2020,1,150,UNDER,EAST,B,POA,9.31,402.192,0.9208,15.18978,230.7294164,NA,NA,NA,0.25,123.1479751,4.813386682,4.085363066
819,48,9,2020,6,150,UNDER,EAST,B,AST,8.07,348.624,0.9729,15.29846,234.0428784,NA,NA,NA,0.99,300.852959,5.706621637,6.892348531
820,49,9,2020,2,150,OVER,EAST,B,OVER,6.95,300.24,0.9795,15.18484,230.5793658,NA,NA,NA,0.87,440.6662583,6.088287805,6.681412753
821,50,9,2020,1,150,UNDER,EAST,B,AST,9.78,422.496,0.9549,15.0564,226.695181,NA,NA,NA,0.5,169.2846096,5.131581379,4.26286685
822,51,9,2020,2,150,UNDER,EAST,B,AST,13.02,562.464,0.938,15.23424,232.0820684,NA,NA,NA,0.11,49.82054832,3.908427516,4.257053393
823,52,9,2020,3,150,OVER,EAST,B,OVER,10.31,445.392,0.9032,15.54546,241.6613266,NA,NA,NA,0.31,41.22474949,3.719038792,2.749393364
824,53,9,2020,1,150,UNDER,EAST,B,POA,6.23,269.136,0.9621,15.07122,227.1416723,NA,NA,NA,0.25,193.3177614,5.264335267,4.758208354
825,54,9,2020,1,150,UNDER,EAST,B,FAB,7.72,333.504,0.9971,14.88844,221.6656456,NA,NA,NA,0.3,147.3565514,4.99285517,5.494443904
826,55,9,2020,3,150,UNDER,EAST,B,AST,7.89,340.848,0.9847,14.88844,221.6656456,NA,NA,NA,0.49,137.1819323,4.921308018,6.743222855
827,56,9,2020,1,150,UNDER,EAST,B,FAB,8.09,349.488,0.9655,15.3034,234.1940516,NA,NA,NA,0.4,66.66129704,4.19962453,6.220800105
828,57,9,2020,5,150,UNDER,EAST,B,POA,10.01,432.432,0.9655,15.85174,251.277661,NA,NA,NA,1.09,336.8149745,5.819533742,4.870618981
829,58,9,2020,2,150,UNDER,EAST,B,FAB,6.78,292.896,0.9726,16.25682,264.2841965,NA,NA,NA,1.1,302.2563547,5.711275514,5.913960359
830,59,9,2020,3,150,UNDER,EAST,B,POA,3.40121,146.932272,0.999534,16.57792,274.8274315,NA,NA,NA,0.53,198.2296465,5.289426189,4.492095098
831,60,9,2020,6,150,OVER,EAST,B,OVER,8.35994,361.149408,0.999669,17.70424,313.440114,NA,NA,NA,1.23,1121.488611,7.022412199,14.20542467
832,61,9,2020,1,50,UNDER,EAST,B,POA,2.55,110.16,0.9646,17.69436,313.0903758,NA,NA,NA,0.8,289.4503687,5.667983844,6.202495812
833,62,9,2020,2,50,OVER,EAST,B,OVER,4.63,200.016,0.987,17.37326,301.830163,NA,NA,NA,0.25,174.5473436,5.162196015,5.459609956
834,63,9,2020,1,50,UNDER,EAST,B,FAB,4.05,174.96,0.9803,17.4029,302.8609284,NA,NA,NA,0.45,93.85208926,4.541720024,3.915428214
835,64,9,2020,3,50,OVER,EAST,B,OVER,2.54,109.728,0.9723,17.61532,310.2994987,NA,NA,NA,0.25,82.97577237,4.418548666,5.679626123
836,65,9,2020,1,50,UNDER,EAST,B,AST,1.47,63.504,0.9753,17.3535,301.1439623,NA,NA,NA,0.6,501.7139725,6.218030181,5.179916464
837,66,9,2020,6,50,OVER,EAST,B,OVER,3.43,148.176,0.951,17.63508,310.9960466,NA,NA,NA,0.58,270.1536775,5.598990973,11.0843911
838,67,9,2020,1,50,UNDER,EAST,B,POA,2.64,114.048,0.9865,17.95124,322.2470175,NA,NA,NA,0.95,652.5790132,6.480932225,5.497571566
839,68,9,2020,6,50,UNDER,EAST,B,AST,5.01,216.432,0.9748,18.28716,334.4202209,NA,NA,NA,0.99,959.9226774,6.866852737,7.21622185
840,69,9,2020,2,50,OVER,EAST,B,OVER,1.5,64.8,0.9758,17.09662,292.2944154,NA,NA,NA,0.61,807.3033921,6.693699548,7.242747712
841,70,9,2020,1,50,UNDER,EAST,B,AST,3.39,146.448,0.9882,16.87926,284.9094181,NA,NA,NA,0.7,592.5838458,6.384492375,10.52819292
842,71,9,2020,2,50,UNDER,EAST,B,AST,6.28,271.296,0.8873,17.09662,292.2944154,NA,NA,NA,0.15,104.0267083,4.644647677,9.406513773
843,72,9,2020,3,50,OVER,EAST,B,OVER,3.67,158.544,0.9466,17.80798,317.1241517,NA,NA,NA,0.52,321.0267726,5.771524523,11.36666694
844,73,9,2020,1,50,UNDER,EAST,B,POA,4.51,194.832,0.9451,18.40572,338.7705287,NA,NA,NA,0.5,1526.543702,7.330761441,5.374831346
845,74,9,2020,1,50,UNDER,EAST,B,FAB,7.32,316.224,0.8813,18.54898,344.064659,NA,NA,NA,0.25,72.27487995,4.280476627,7.347586369
846,75,9,2020,3,50,UNDER,EAST,B,AST,9.22,398.304,0.9612,18.46006,340.7738152,NA,NA,NA,0.475,19.64754018,2.977952149,6.244757455
847,76,9,2020,1,50,UNDER,EAST,B,FAB,7.06,304.992,0.9656,18.5885,345.5323323,NA,NA,NA,0.35,100.16737,4.606842487,9.55347399
848,77,9,2020,5,50,UNDER,EAST,B,POA,2.62,113.184,0.9545,18.88984,356.8260552,NA,NA,NA,1.03,1031.846708,6.939105396,7.346177648
849,78,9,2020,2,50,UNDER,EAST,B,FAB,3.97,171.504,0.975,19.01828,361.6949742,NA,NA,NA,0.2,1468.478204,7.291981908,5.661529838
850,79,9,2020,3,50,UNDER,EAST,B,POA,8.17,352.944,0.8158,19.73458,389.4536478,NA,NA,NA,0.45,159.9871129,5.075093268,6.580484247
851,80,9,2020,6,50,OVER,EAST,B,OVER,4.24,183.168,0.9554,20.28786,411.5972634,NA,NA,NA,1.09,135.0768387,4.905843792,10.45161799
852,81,9,2020,6,50,OVER,EAST,C,OVER,2.58,111.456,0.952,11.44526,130.9939765,NA,NA,NA,0.38,284.1876348,5.649634706,6.302988591
853,82,9,2020,6,50,OVER,EAST,C,OVER,3.39,146.448,0.9846,10.23496,104.7544062,NA,NA,NA,0.595,149.9879183,5.010554746,7.72899702
854,83,9,2020,1,50,UNDER,EAST,C,FAB,4.23,182.736,0.9699,12.50242,156.3105059,NA,NA,NA,0.3,101.2199168,4.617295544,3.924863124
855,84,9,2020,2,50,UNDER,EAST,C,POA,3.11,134.352,0.9207,13.56946,184.1302447,NA,NA,NA,0.16,6.315280772,1.842972216,5.265184073
856,85,9,2020,3,50,OVER,EAST,C,OVER,8.74,377.568,0.6752,15.70848,246.7563439,NA,NA,NA,0.75,795.7253773,6.679254123,5.96196869
857,86,9,2020,2,50,UNDER,EAST,C,POA,5.1,220.32,0.9611,15.67884,245.8260237,NA,NA,NA,0.8,275.4164115,5.618284176,6.830299365
858,87,9,2020,5,50,UNDER,EAST,C,POA,3.86,166.752,0.9551,14.81928,219.6110597,NA,NA,NA,0.67,462.5943166,6.136850464,6.162209364
859,88,9,2020,2,50,UNDER,EAST,C,AST,4.19,181.008,0.9414,14.5871,212.7834864,NA,NA,NA,1.05,630.6509549,6.446752548,6.702686463
860,89,9,2020,3,50,OVER,EAST,C,OVER,3.03,130.896,0.9646,15.73812,247.6884211,NA,NA,NA,0.3,142.6200908,4.960184387,4.279626123
861,90,9,2020,3,50,UNDER,EAST,C,FAB,4.11,177.552,0.9744,15.35774,235.8601779,NA,NA,NA,0.19,182.7922935,5.2083505,6.726834286
862,92,9,2020,2,50,OVER,EAST,C,OVER,3.3,142.56,0.9724,16.27658,264.9270565,NA,NA,NA,0.65,141.7429684,4.954015336,4.882876427
863,93,9,2020,1,50,UNDER,EAST,C,AST,1.38,59.616,0.9813,15.64426,244.7428709,NA,NA,NA,0.4,639.9484516,6.461387629,5.95998973
864,94,9,2020,2,50,OVER,EAST,C,OVER,8.41,363.312,0.9053,15.82704,250.4951952,NA,NA,NA,0.9,798.3567443,6.682555546,11.07536705
865,95,9,2020,1,50,UNDER,EAST,C,AST,5.05,218.16,0.9786,15.38738,236.7714633,NA,NA,NA,0.05,563.4633845,6.334102353,6.082918388
866,96,9,2020,2,50,UNDER,EAST,C,FAB,3.24,139.968,0.9858,15.95054,254.4197263,NA,NA,NA,0.27,169.9863075,5.13571789,5.747934507
867,97,9,2020,6,50,UNDER,EAST,C,FAB,1.1,47.52,0.9869,15.65908,245.2067864,NA,NA,NA,0.335,161.3905086,5.083826947,4.775193631
868,98,9,2020,1,50,UNDER,EAST,C,POA,1.94,83.808,0.9858,16.07404,258.3747619,NA,NA,NA,0.1,191.9143657,5.257049261,6.880371032
869,99,9,2020,2,50,OVER,EAST,C,OVER,3.06,132.192,0.9222,15.87644,252.0613471,NA,NA,NA,0.22,694.330036,6.542947404,5.926737751
870,100,9,2020,1,50,UNDER,EAST,C,FAB,2.99,129.168,0.9613,16.09874,259.1694296,NA,NA,NA,0.2,171.2142787,5.142915864,4.526654408
871,101,9,2020,6,150,OVER,EAST,C,OVER,7.04,304.128,0.9495,16.22718,263.3213708,NA,NA,NA,0.31,283.6613614,5.647781137,4.352007081
872,102,9,2020,6,150,OVER,EAST,C,OVER,32.549999,1406.159957,0.8396,16.41984,269.6111456,NA,NA,NA,0.44,186.3007828,5.227362479,7.454079216
873,103,9,2020,1,150,UNDER,EAST,C,FAB,12.68,547.776,0.9677,17.37326,301.830163,NA,NA,NA,0.95,71.22233316,4.265806437,5.805692491
874,104,9,2020,2,150,UNDER,EAST,C,POA,11.47,495.504,0.9122,18.17354,330.2775561,NA,NA,NA,0.12,66.48587258,4.196989483,5.726141794
875,105,9,2020,3,150,OVER,EAST,C,OVER,6.84,295.488,0.9794,18.0451,325.625634,NA,NA,NA,0.5,328.5700246,5.79474998,7.698399147
876,106,9,2020,2,150,UNDER,EAST,C,POA,18.860001,814.7520432,0.96,17.85244,318.709614,NA,NA,NA,0.65,71.22233316,4.265806437,9.012434212
877,107,9,2020,5,150,UNDER,EAST,C,POA,37.950001,1639.440043,0.8456,18.1439,329.2011072,NA,NA,NA,0.68,142.9709397,4.962641391,8.480130905
878,108,9,2020,2,150,UNDER,EAST,C,AST,10.73,463.536,0.979,18.55392,344.2479474,NA,NA,NA,0.87,110.1665646,4.701993444,12.1095797
879,109,9,2020,3,150,OVER,EAST,C,OVER,7.58,327.456,0.96,17.82774,317.8283135,NA,NA,NA,0.47,12.10428815,2.493559782,3.869459757
880,110,9,2020,3,150,UNDER,EAST,C,FAB,8.05,347.76,0.97,17.24976,297.5542201,NA,NA,NA,0.46,65.78417471,4.186379303,4.653917161
881,112,9,2020,2,150,OVER,EAST,C,OVER,8.19,353.808,0.9635,17.86726,319.2389799,NA,NA,NA,0.6,54.73243336,4.002456465,4.231954269
882,113,9,2020,1,150,UNDER,EAST,C,AST,7.78,336.096,0.968,17.70424,313.440114,NA,NA,NA,0.4,141.3921195,4.95153702,5.693502622
883,114,9,2020,2,150,OVER,EAST,C,OVER,8.86,382.752,0.988,18.2674,333.6979028,NA,NA,NA,1.3,381.0219399,5.942856959,8.195446534
884,115,9,2020,1,150,UNDER,EAST,C,AST,6.95,300.24,0.9625,17.6746,312.3914852,NA,NA,NA,0.15,54.90785783,4.005656468,6.217598179
885,116,9,2020,2,150,UNDER,EAST,C,FAB,8.47,365.904,0.9622,17.57086,308.7351211,NA,NA,NA,0.4,84.3791681,4.435320548,5.051778596
886,117,9,2020,6,150,UNDER,EAST,C,FAB,7.48,323.136,0.9642,17.64002,311.1703056,NA,NA,NA,0.79,144.5497599,4.973623807,6.575834403
887,118,9,2020,1,150,UNDER,EAST,C,POA,10.35,447.12,0.9532,17.9463,322.0696837,NA,NA,NA,0.02,89.29105314,4.491901294,4.934661616
888,119,9,2020,2,150,OVER,EAST,C,OVER,18.35,792.72,0.8131,18.0204,324.7348162,NA,NA,NA,0.35,181.0380488,5.198707224,6.912773943
889,120,9,2020,1,150,UNDER,EAST,C,FAB,6.15,265.68,0.9822,17.86232,319.0624758,NA,NA,NA,0.25,201.3872869,5.305229855,6.083659033
890,121,9,2020,6,150,UNDER,WEST,D,AST,3.38,146.016,0.9875,8.60476,74.04189466,NA,NA,NA,0.98,83.50204577,4.424871132,6.436150979
891,122,9,2020,1,150,UNDER,WEST,D,FAB,3.67,158.544,0.9753,8.75296,76.61430876,NA,NA,NA,0.5,56.48667802,4.034004823,3.98244634
892,123,9,2020,1,150,UNDER,WEST,D,FAB,3.88,167.616,0.9886,8.77272,76.9606162,NA,NA,NA,0.6,342.4285574,5.836063044,4.231336525
893,124,9,2020,2,150,UNDER,WEST,D,FAB,18.290001,790.1280432,0.9675,8.94068,79.93575886,NA,NA,NA,0.33,47.71545473,3.865255344,3.990672935
